phone_number,reports,fraud_tag,risk_score,last_reported
9420777202,7,None,35,2026-02-05 21:10:37.751299
9439428519,18,KYC Fraud,90,2026-01-22 21:10:37.751299
9324531120,2,None,10,2026-02-02 21:10:37.751299
9272496661,3,None,15,2026-01-26 21:10:37.751299
9460658069,7,None,35,2026-02-01 21:10:37.751299
9578915685,19,Loan Scam,95,2026-01-12 21:10:37.751299
9555549497,4,None,20,2026-01-31 21:10:37.751299
9933713155,7,None,35,2026-01-29 21:10:37.751299
9968453582,17,Impersonation,85,2026-01-17 21:10:37.751299
9255643480,20,Impersonation,100,2026-01-22 21:10:37.751299
9346459218,9,Lottery Scam,45,2026-01-13 21:10:37.751299
9161313045,18,KYC Fraud,90,2026-02-09 21:10:37.751299
9195886620,0,None,0,2026-02-10 21:10:37.751299
9110053252,3,None,15,2026-01-31 21:10:37.751299
9667217934,17,Lottery Scam,85,2026-01-30 21:10:37.751299
9894722161,11,Loan Scam,55,2026-01-22 21:10:37.751299
9144777283,1,None,5,2026-01-24 21:10:37.751299
9631838833,5,None,25,2026-02-01 21:10:37.751299
9724614103,1,None,5,2026-01-15 21:10:37.751299
9736995685,0,None,0,2026-01-18 21:10:37.751299
9442317852,4,None,20,2026-01-27 21:10:37.751299
9965158182,18,Fake UPI Collect,90,2026-01-16 21:10:37.751299
9529914771,16,Loan Scam,80,2026-02-11 21:10:37.751299
9213650535,10,Loan Scam,50,2026-01-28 21:10:37.751299
9108921905,8,Lottery Scam,40,2026-01-14 21:10:37.751299
9617845906,8,Impersonation,40,2026-02-05 21:10:37.751299
9333429001,4,None,20,2026-01-24 21:10:37.751299
9823406045,18,Lottery Scam,90,2026-02-01 21:10:37.751299
9295071860,7,None,35,2026-01-17 21:10:37.751299
9708258101,4,None,20,2026-01-29 21:10:37.751299
9944898220,17,Loan Scam,85,2026-01-26 21:10:37.751299
9621495980,10,Fake UPI Collect,50,2026-02-02 21:10:37.751299
9267980367,8,Loan Scam,40,2026-01-17 21:10:37.751299
9748905071,13,Job Scam,65,2026-01-27 21:10:37.751299
9776736466,16,Lottery Scam,80,2026-01-19 21:10:37.751299
9697405231,9,Job Scam,45,2026-02-08 21:10:37.751299
9629163928,10,Loan Scam,50,2026-02-11 21:10:37.751299
9675342432,12,KYC Fraud,60,2026-01-22 21:10:37.751299
9242120685,20,Lottery Scam,100,2026-02-06 21:10:37.751299
9667726224,4,None,20,2026-01-20 21:10:37.751299
9687069328,2,None,10,2026-02-07 21:10:37.751299
9718356963,4,None,20,2026-01-26 21:10:37.751299
9267908440,13,Fake UPI Collect,65,2026-01-14 21:10:37.751299
9580141774,3,None,15,2026-01-14 21:10:37.751299
9288869456,5,None,25,2026-01-13 21:10:37.751299
9866323694,7,None,35,2026-01-25 21:10:37.751299
9714656483,15,Loan Scam,75,2026-01-30 21:10:37.751299
9772704911,3,None,15,2026-01-29 21:10:37.751299
9759650604,8,Lottery Scam,40,2026-01-17 21:10:37.751299
9479955208,6,None,30,2026-02-01 21:10:37.751299
9141791691,19,Lottery Scam,95,2026-02-01 21:10:37.751299
9491527865,6,None,30,2026-02-09 21:10:37.751299
9889825855,5,None,25,2026-01-22 21:10:37.751299
9310791074,11,Fake UPI Collect,55,2026-01-13 21:10:37.751299
9226548247,7,None,35,2026-02-07 21:10:37.751299
9638741632,1,None,5,2026-01-22 21:10:37.751299
9205696255,16,Impersonation,80,2026-01-13 21:10:37.751299
9263272080,13,Loan Scam,65,2026-02-03 21:10:37.751299
9971607411,12,Impersonation,60,2026-01-31 21:10:37.751299
9247431099,11,Loan Scam,55,2026-01-29 21:10:37.751299
9640425799,1,None,5,2026-01-18 21:10:37.751299
9989233195,15,Fake UPI Collect,75,2026-01-17 21:10:37.751299
9858524180,16,Impersonation,80,2026-01-17 21:10:37.751299
9362844906,16,Lottery Scam,80,2026-01-30 21:10:37.751299
9641554520,4,None,20,2026-01-23 21:10:37.751299
9965178298,3,None,15,2026-01-20 21:10:37.751299
9684418032,17,KYC Fraud,85,2026-01-31 21:10:37.751299
9651094987,2,None,10,2026-01-14 21:10:37.751299
9860268859,14,Impersonation,70,2026-02-08 21:10:37.751299
9774650189,17,Lottery Scam,85,2026-02-10 21:10:37.751299
9808553122,15,Loan Scam,75,2026-01-18 21:10:37.751299
9793524809,11,Loan Scam,55,2026-01-28 21:10:37.751299
9607527008,12,Job Scam,60,2026-02-05 21:10:37.751299
9519282943,5,None,25,2026-01-12 21:10:37.751299
9298928719,15,KYC Fraud,75,2026-02-05 21:10:37.751299
9559950638,6,None,30,2026-02-08 21:10:37.751299
9274558029,15,Impersonation,75,2026-01-30 21:10:37.751299
9117060073,3,None,15,2026-02-09 21:10:37.751299
9309321768,0,None,0,2026-02-05 21:10:37.751299
9807641644,5,None,25,2026-02-02 21:10:37.751299
9723648177,9,Fake UPI Collect,45,2026-01-17 21:10:37.751299
9829857488,1,None,5,2026-01-20 21:10:37.751299
9260138256,9,KYC Fraud,45,2026-02-10 21:10:37.751299
9220400112,7,None,35,2026-02-04 21:10:37.751299
9776856743,15,Lottery Scam,75,2026-01-23 21:10:37.751299
9751542589,16,Fake UPI Collect,80,2026-01-28 21:10:37.751299
9223971714,10,Fake UPI Collect,50,2026-01-19 21:10:37.751299
9993411827,2,None,10,2026-02-09 21:10:37.751299
9983119816,9,Job Scam,45,2026-01-24 21:10:37.751299
9607330414,9,KYC Fraud,45,2026-02-01 21:10:37.751299
9415833930,8,Lottery Scam,40,2026-02-11 21:10:37.751299
9895349231,18,Impersonation,90,2026-01-13 21:10:37.751299
9423475499,3,None,15,2026-01-27 21:10:37.751299
9305121654,17,Impersonation,85,2026-02-07 21:10:37.751299
9306304707,7,None,35,2026-01-25 21:10:37.751299
9781398007,11,Impersonation,55,2026-01-26 21:10:37.751299
9760280707,14,Fake UPI Collect,70,2026-02-02 21:10:37.751299
9849857050,12,Fake UPI Collect,60,2026-02-06 21:10:37.751299
9431180310,1,None,5,2026-02-05 21:10:37.751299
9745815858,19,KYC Fraud,95,2026-01-17 21:10:37.751299
9426393066,8,Job Scam,40,2026-01-23 21:10:37.751299
9685628819,16,Lottery Scam,80,2026-01-20 21:10:37.751299
9313111493,8,Job Scam,40,2026-02-04 21:10:37.751299
9626170355,20,Impersonation,100,2026-01-12 21:10:37.751299
9298330238,18,Job Scam,90,2026-02-08 21:10:37.751299
9395880246,16,KYC Fraud,80,2026-01-26 21:10:37.751299
9912897734,12,Loan Scam,60,2026-02-07 21:10:37.751299
9199040696,6,None,30,2026-01-19 21:10:37.751299
9171279907,13,Impersonation,65,2026-01-27 21:10:37.751299
9482482945,1,None,5,2026-01-24 21:10:37.751299
9645954847,1,None,5,2026-01-14 21:10:37.751299
9946839993,12,Lottery Scam,60,2026-01-26 21:10:37.751299
9129700875,9,KYC Fraud,45,2026-01-25 21:10:37.751299
9391585404,8,KYC Fraud,40,2026-01-24 21:10:37.751299
9455016071,17,Impersonation,85,2026-02-10 21:10:37.751299
9812975889,19,Job Scam,95,2026-02-02 21:10:37.751299
9422591057,11,KYC Fraud,55,2026-01-17 21:10:37.751299
9184161016,18,Fake UPI Collect,90,2026-01-12 21:10:37.751299
9513330588,19,Job Scam,95,2026-01-18 21:10:37.751299
9277267544,2,None,10,2026-01-19 21:10:37.751299
9244150487,9,Loan Scam,45,2026-02-05 21:10:37.751299
9756163923,4,None,20,2026-01-15 21:10:37.751299
9765046246,12,Loan Scam,60,2026-01-30 21:10:37.751299
9157110114,6,None,30,2026-02-05 21:10:37.751299
9201032975,10,Loan Scam,50,2026-02-06 21:10:37.751299
9609508153,18,Lottery Scam,90,2026-01-28 21:10:37.751299
9356104724,20,Impersonation,100,2026-01-23 21:10:37.751299
9668146545,18,KYC Fraud,90,2026-01-21 21:10:37.751299
9437951569,12,Loan Scam,60,2026-01-17 21:10:37.751299
9677569342,13,Loan Scam,65,2026-02-03 21:10:37.751299
9759013696,13,Fake UPI Collect,65,2026-01-25 21:10:37.751299
9720337537,4,None,20,2026-01-22 21:10:37.751299
9980093944,5,None,25,2026-02-01 21:10:37.751299
9908560738,0,None,0,2026-01-17 21:10:37.751299
9260670260,6,None,30,2026-02-10 21:10:37.751299
9357091082,1,None,5,2026-01-17 21:10:37.751299
9262204535,16,KYC Fraud,80,2026-01-12 21:10:37.751299
9603930426,10,Job Scam,50,2026-01-30 21:10:37.751299
9293609827,8,Fake UPI Collect,40,2026-01-22 21:10:37.751299
9299318132,5,None,25,2026-02-11 21:10:37.751299
9247457207,5,None,25,2026-02-06 21:10:37.751299
9323009597,18,Loan Scam,90,2026-02-06 21:10:37.751299
9165371697,3,None,15,2026-02-03 21:10:37.751299
9401842388,0,None,0,2026-01-17 21:10:37.751299
9669950683,4,None,20,2026-01-30 21:10:37.751299
9791763982,6,None,30,2026-02-05 21:10:37.751299
9618236103,7,None,35,2026-01-20 21:10:37.751299
9736097448,15,Impersonation,75,2026-01-20 21:10:37.751299
9890996068,14,Job Scam,70,2026-02-07 21:10:37.751299
9114189949,4,None,20,2026-02-06 21:10:37.751299
9641605823,2,None,10,2026-01-31 21:10:37.751299
9126464587,10,KYC Fraud,50,2026-02-09 21:10:37.751299
9495127064,12,KYC Fraud,60,2026-01-20 21:10:37.751299
9270027797,20,Impersonation,100,2026-01-26 21:10:37.751299
9578808292,10,Impersonation,50,2026-01-19 21:10:37.751299
9734699686,8,Loan Scam,40,2026-02-07 21:10:37.751299
9615427317,0,None,0,2026-01-23 21:10:37.751299
9612185344,18,Fake UPI Collect,90,2026-01-27 21:10:37.751299
9207049161,11,Impersonation,55,2026-01-16 21:10:37.751299
9806016385,11,KYC Fraud,55,2026-02-02 21:10:37.751299
9828967720,13,Fake UPI Collect,65,2026-01-18 21:10:37.751299
9507866514,17,Lottery Scam,85,2026-01-27 21:10:37.751299
9618915657,11,Impersonation,55,2026-01-19 21:10:37.751299
9906278830,17,Impersonation,85,2026-01-24 21:10:37.751299
9366678262,6,None,30,2026-02-01 21:10:37.751299
9658375759,1,None,5,2026-01-29 21:10:37.751299
9494501204,5,None,25,2026-01-27 21:10:37.751299
9885317874,11,Job Scam,55,2026-01-20 21:10:37.751299
9884538301,17,Loan Scam,85,2026-02-01 21:10:37.751299
9271457909,2,None,10,2026-01-22 21:10:37.751299
9237006511,4,None,20,2026-01-24 21:10:37.751299
9598773373,9,Lottery Scam,45,2026-02-11 21:10:37.751299
9296507021,10,Fake UPI Collect,50,2026-01-13 21:10:37.751299
9110508082,18,Impersonation,90,2026-02-02 21:10:37.751299
9532106388,15,Lottery Scam,75,2026-02-05 21:10:37.751299
9978516905,4,None,20,2026-02-06 21:10:37.751299
9499106949,14,Job Scam,70,2026-02-10 21:10:37.751299
9501616105,20,KYC Fraud,100,2026-02-04 21:10:37.751299
9944407615,16,Lottery Scam,80,2026-02-07 21:10:37.751299
9684677287,2,None,10,2026-02-04 21:10:37.751299
9224891920,10,Fake UPI Collect,50,2026-01-20 21:10:37.751299
9893092421,2,None,10,2026-02-05 21:10:37.751299
9378609205,2,None,10,2026-01-16 21:10:37.751299
9306418706,1,None,5,2026-01-12 21:10:37.751299
9975770396,9,Fake UPI Collect,45,2026-01-19 21:10:37.751299
9698727662,17,Loan Scam,85,2026-01-24 21:10:37.751299
9633685400,16,Lottery Scam,80,2026-02-08 21:10:37.751299
9695313103,9,Lottery Scam,45,2026-01-16 21:10:37.751299
9464779254,6,None,30,2026-02-08 21:10:37.751299
9126782291,17,Lottery Scam,85,2026-01-17 21:10:37.751299
9882207824,9,Lottery Scam,45,2026-01-20 21:10:37.751299
9667722842,6,None,30,2026-01-28 21:10:37.751299
9641906516,20,Lottery Scam,100,2026-01-18 21:10:37.751299
9562999579,14,Lottery Scam,70,2026-01-23 21:10:37.751299
9866123583,18,Loan Scam,90,2026-01-29 21:10:37.751299
9537000065,3,None,15,2026-01-28 21:10:37.751299
9323906799,2,None,10,2026-01-16 21:10:37.751299
9822300913,2,None,10,2026-02-11 21:10:37.751299
9861689360,6,None,30,2026-02-08 21:10:37.751299
9844605336,20,KYC Fraud,100,2026-01-23 21:10:37.751299
9682316543,8,Impersonation,40,2026-01-20 21:10:37.751299
9272990366,2,None,10,2026-01-17 21:10:37.751299
9135844668,20,KYC Fraud,100,2026-01-16 21:10:37.751299
9185604463,1,None,5,2026-01-27 21:10:37.751299
9518076690,3,None,15,2026-01-28 21:10:37.751299
9961894230,0,None,0,2026-01-13 21:10:37.751299
9267199227,13,Impersonation,65,2026-02-08 21:10:37.751299
9463259642,14,Loan Scam,70,2026-01-12 21:10:37.751299
9940352839,6,None,30,2026-01-29 21:10:37.751299
9726928908,16,Impersonation,80,2026-01-18 21:10:37.751299
9850850266,5,None,25,2026-01-15 21:10:37.751299
9631685765,4,None,20,2026-01-12 21:10:37.751299
9208781044,2,None,10,2026-02-07 21:10:37.751299
9286420822,14,Lottery Scam,70,2026-02-02 21:10:37.751299
9988135072,16,Impersonation,80,2026-01-26 21:10:37.751299
9735717622,2,None,10,2026-02-08 21:10:37.751299
9888777984,11,Lottery Scam,55,2026-01-20 21:10:37.751299
9762201052,9,Lottery Scam,45,2026-01-19 21:10:37.751299
9646763536,15,Impersonation,75,2026-01-24 21:10:37.751299
9510990272,19,Job Scam,95,2026-01-28 21:10:37.751299
9775169437,20,Loan Scam,100,2026-01-30 21:10:37.751299
9461623298,5,None,25,2026-01-25 21:10:37.751299
9643235277,5,None,25,2026-02-04 21:10:37.751299
9316482865,1,None,5,2026-01-21 21:10:37.751299
9200209929,9,Loan Scam,45,2026-01-24 21:10:37.751299
9141916133,20,Fake UPI Collect,100,2026-01-29 21:10:37.751299
9954532005,2,None,10,2026-01-14 21:10:37.751299
9566483656,8,Lottery Scam,40,2026-02-04 21:10:37.751299
9370622566,0,None,0,2026-01-15 21:10:37.751299
9690132087,6,None,30,2026-01-22 21:10:37.751299
9441869713,12,Lottery Scam,60,2026-01-24 21:10:37.751299
9618203260,5,None,25,2026-01-18 21:10:37.751299
9143560774,12,Loan Scam,60,2026-01-30 21:10:37.751299
9598114284,4,None,20,2026-01-16 21:10:37.751299
9173513972,1,None,5,2026-01-22 21:10:37.751299
9100561454,16,Impersonation,80,2026-01-13 21:10:37.751299
9196517524,14,Fake UPI Collect,70,2026-02-07 21:10:37.751299
9858911847,2,None,10,2026-02-10 21:10:37.751299
9161903223,7,None,35,2026-02-09 21:10:37.751299
9249967585,9,Lottery Scam,45,2026-01-26 21:10:37.751299
9416759132,8,Fake UPI Collect,40,2026-01-25 21:10:37.751299
9334822478,0,None,0,2026-01-22 21:10:37.751299
9606420929,18,Loan Scam,90,2026-01-19 21:10:37.751299
9387515439,6,None,30,2026-01-15 21:10:37.751299
9887137391,5,None,25,2026-02-01 21:10:37.751299
9346618833,6,None,30,2026-02-09 21:10:37.751299
9812616730,0,None,0,2026-02-07 21:10:37.751299
9791035933,10,Lottery Scam,50,2026-02-11 21:10:37.751299
9417944188,15,Impersonation,75,2026-01-17 21:10:37.751299
9904624041,13,Job Scam,65,2026-02-05 21:10:37.751299
9438641639,5,None,25,2026-01-19 21:10:37.751299
9912896867,0,None,0,2026-02-11 21:10:37.751299
9235890158,10,KYC Fraud,50,2026-02-11 21:10:37.751299
9344630637,9,Lottery Scam,45,2026-01-25 21:10:37.751299
9400264742,15,Lottery Scam,75,2026-02-02 21:10:37.751299
9313323454,2,None,10,2026-02-03 21:10:37.751299
9265623597,7,None,35,2026-01-25 21:10:37.751299
9937434677,5,None,25,2026-01-14 21:10:37.751299
9535745984,19,Loan Scam,95,2026-02-01 21:10:37.751299
9443569161,4,None,20,2026-01-15 21:10:37.751299
9384764418,17,Lottery Scam,85,2026-01-19 21:10:37.751299
9153436019,5,None,25,2026-02-05 21:10:37.751299
9303250922,10,Impersonation,50,2026-01-26 21:10:37.751299
9689046079,2,None,10,2026-01-12 21:10:37.751299
9164677915,1,None,5,2026-01-28 21:10:37.751299
9478322546,13,Job Scam,65,2026-01-20 21:10:37.751299
9404395413,16,Job Scam,80,2026-02-04 21:10:37.751299
9401995256,5,None,25,2026-02-11 21:10:37.751299
9663149169,0,None,0,2026-01-17 21:10:37.751299
9191197833,12,Lottery Scam,60,2026-01-14 21:10:37.751299
9270438854,15,Loan Scam,75,2026-02-10 21:10:37.751299
9709764298,2,None,10,2026-01-15 21:10:37.751299
9811317656,11,KYC Fraud,55,2026-01-12 21:10:37.751299
9741326451,19,Lottery Scam,95,2026-01-16 21:10:37.751299
9224845240,15,KYC Fraud,75,2026-01-12 21:10:37.751299
9236139926,7,None,35,2026-01-21 21:10:37.751299
9555188179,0,None,0,2026-01-19 21:10:37.751299
9272738871,20,Loan Scam,100,2026-01-27 21:10:37.751299
9914959650,9,Fake UPI Collect,45,2026-02-04 21:10:37.751299
9371680699,14,Lottery Scam,70,2026-02-09 21:10:37.751299
9862884113,10,Job Scam,50,2026-01-28 21:10:37.751299
9709927133,8,Impersonation,40,2026-01-23 21:10:37.751299
9269582499,20,Impersonation,100,2026-02-06 21:10:37.751299
9836162747,15,Lottery Scam,75,2026-02-09 21:10:37.751299
9499700112,9,KYC Fraud,45,2026-01-21 21:10:37.751299
9178971424,16,Loan Scam,80,2026-01-24 21:10:37.751299
9107820833,16,Impersonation,80,2026-01-18 21:10:37.751299
9650198724,17,Impersonation,85,2026-01-15 21:10:37.751299
9916608833,5,None,25,2026-01-16 21:10:37.751299
9442829683,11,KYC Fraud,55,2026-01-31 21:10:37.751299
9483423506,20,Loan Scam,100,2026-01-31 21:10:37.751299
9442891919,17,Impersonation,85,2026-01-24 21:10:37.751299
9175044714,9,Loan Scam,45,2026-01-17 21:10:37.751299
9167817702,19,KYC Fraud,95,2026-01-26 21:10:37.751299
9141046349,14,KYC Fraud,70,2026-01-23 21:10:37.751299
9736454387,5,None,25,2026-01-14 21:10:37.751299
9181458380,18,Fake UPI Collect,90,2026-01-19 21:10:37.751299
9309498641,15,Loan Scam,75,2026-01-31 21:10:37.751299
9222704322,1,None,5,2026-01-13 21:10:37.751299
9846839122,9,Impersonation,45,2026-01-21 21:10:37.751299
9133859009,9,Job Scam,45,2026-01-15 21:10:37.751299
9845494599,9,Job Scam,45,2026-02-10 21:10:37.751299
9430091326,18,Loan Scam,90,2026-02-11 21:10:37.751299
9975813481,14,Job Scam,70,2026-01-28 21:10:37.751299
9337169632,15,KYC Fraud,75,2026-01-12 21:10:37.751299
9658664454,6,None,30,2026-01-25 21:10:37.751299
9897818686,4,None,20,2026-01-24 21:10:37.751299
9193941667,8,Loan Scam,40,2026-01-13 21:10:37.751299
9864334204,16,KYC Fraud,80,2026-01-14 21:10:37.751299
9140950897,18,Job Scam,90,2026-01-14 21:10:37.751299
9496111380,16,Fake UPI Collect,80,2026-01-31 21:10:37.751299
9255597546,6,None,30,2026-01-13 21:10:37.751299
9721492485,18,Fake UPI Collect,90,2026-01-16 21:10:37.751299
9487292614,13,Job Scam,65,2026-01-18 21:10:37.751299
9826714947,1,None,5,2026-02-10 21:10:37.751299
9193644989,8,Fake UPI Collect,40,2026-01-13 21:10:37.751299
9728793196,18,Impersonation,90,2026-01-13 21:10:37.751299
9735203008,8,Fake UPI Collect,40,2026-01-28 21:10:37.751299
9785790867,8,Job Scam,40,2026-02-05 21:10:37.751299
9926079060,14,Lottery Scam,70,2026-01-20 21:10:37.751299
9502647444,3,None,15,2026-01-29 21:10:37.751299
9121139688,1,None,5,2026-01-19 21:10:37.751299
9321932742,11,Fake UPI Collect,55,2026-01-29 21:10:37.751299
9570656605,16,Loan Scam,80,2026-01-15 21:10:37.751299
9492703882,19,Loan Scam,95,2026-01-18 21:10:37.751299
9408119093,1,None,5,2026-01-28 21:10:37.751299
9318957004,15,Lottery Scam,75,2026-02-03 21:10:37.751299
9382826275,14,Loan Scam,70,2026-01-25 21:10:37.751299
9670576241,10,Loan Scam,50,2026-02-07 21:10:37.751299
9671876400,5,None,25,2026-01-20 21:10:37.751299
9417999816,8,Job Scam,40,2026-02-01 21:10:37.751299
9293014085,13,Loan Scam,65,2026-01-31 21:10:37.751299
9566137836,15,KYC Fraud,75,2026-01-20 21:10:37.751299
9741850354,20,Job Scam,100,2026-01-27 21:10:37.751299
9827185453,0,None,0,2026-02-10 21:10:37.751299
9202340971,9,Fake UPI Collect,45,2026-01-23 21:10:37.751299
9711544071,17,Fake UPI Collect,85,2026-01-27 21:10:37.751299
9139858424,4,None,20,2026-01-18 21:10:37.751299
9927948289,11,Loan Scam,55,2026-02-09 21:10:37.751299
9914301088,8,Lottery Scam,40,2026-01-20 21:10:37.751299
9229401727,19,Fake UPI Collect,95,2026-02-02 21:10:37.751299
9964269144,20,Lottery Scam,100,2026-02-10 21:10:37.751299
9169936642,4,None,20,2026-01-31 21:10:37.751299
9881354831,20,Lottery Scam,100,2026-01-15 21:10:37.751299
9266977364,7,None,35,2026-02-01 21:10:37.751299
9748875854,13,Job Scam,65,2026-01-24 21:10:37.751299
9359557035,9,Loan Scam,45,2026-01-21 21:10:37.751299
9522598566,1,None,5,2026-02-02 21:10:37.751299
9948446291,17,Job Scam,85,2026-01-24 21:10:37.751299
9224382516,18,Loan Scam,90,2026-01-18 21:10:37.751299
9858425504,5,None,25,2026-01-21 21:10:37.751299
9954352205,0,None,0,2026-01-24 21:10:37.751299
9607789446,11,Impersonation,55,2026-01-18 21:10:37.751299
9661874180,16,Lottery Scam,80,2026-02-04 21:10:37.751299
9103648627,6,None,30,2026-02-11 21:10:37.751299
9997790168,15,Impersonation,75,2026-02-03 21:10:37.751299
9805290861,11,Lottery Scam,55,2026-01-31 21:10:37.751299
9987131036,8,Impersonation,40,2026-01-21 21:10:37.751299
9286863230,5,None,25,2026-01-28 21:10:37.751299
9806028046,20,Loan Scam,100,2026-01-18 21:10:37.751299
9224759122,11,KYC Fraud,55,2026-02-09 21:10:37.751299
9469160216,0,None,0,2026-01-17 21:10:37.751299
9216071853,15,Fake UPI Collect,75,2026-01-12 21:10:37.751299
9200868460,15,Loan Scam,75,2026-01-29 21:10:37.751299
9661727931,17,KYC Fraud,85,2026-02-01 21:10:37.751299
9199916466,5,None,25,2026-02-04 21:10:37.751299
9537795808,8,Lottery Scam,40,2026-01-27 21:10:37.751299
9994422473,12,Lottery Scam,60,2026-01-21 21:10:37.751299
9143929508,0,None,0,2026-02-05 21:10:37.751299
9701415546,12,Loan Scam,60,2026-02-06 21:10:37.751299
9722590337,15,Job Scam,75,2026-02-04 21:10:37.751299
9707076859,1,None,5,2026-01-26 21:10:37.751299
9452810650,15,Loan Scam,75,2026-02-04 21:10:37.751299
9946293492,16,KYC Fraud,80,2026-01-14 21:10:37.751299
9742547567,4,None,20,2026-02-11 21:10:37.751299
9233307805,5,None,25,2026-01-23 21:10:37.751299
9738558350,11,KYC Fraud,55,2026-01-30 21:10:37.751299
9715762457,19,Loan Scam,95,2026-01-25 21:10:37.751299
9253803600,2,None,10,2026-01-27 21:10:37.751299
9535275802,0,None,0,2026-01-12 21:10:37.751299
9433471860,1,None,5,2026-01-19 21:10:37.751299
9527930114,10,Impersonation,50,2026-01-13 21:10:37.751299
9360601261,7,None,35,2026-02-08 21:10:37.751299
9239004873,1,None,5,2026-01-17 21:10:37.751299
9734594875,17,Fake UPI Collect,85,2026-02-05 21:10:37.751299
9438561152,17,Lottery Scam,85,2026-02-09 21:10:37.751299
9941138662,6,None,30,2026-01-23 21:10:37.751299
9642395030,13,Impersonation,65,2026-02-10 21:10:37.751299
9765841936,13,KYC Fraud,65,2026-01-31 21:10:37.751299
9776790714,6,None,30,2026-01-19 21:10:37.751299
9426041397,11,Lottery Scam,55,2026-01-21 21:10:37.751299
9204334154,19,Job Scam,95,2026-02-08 21:10:37.751299
9723693855,3,None,15,2026-02-09 21:10:37.751299
9134006672,9,KYC Fraud,45,2026-02-07 21:10:37.751299
9637214684,7,None,35,2026-01-17 21:10:37.751299
9192892293,5,None,25,2026-01-26 21:10:37.751299
9811605588,16,Lottery Scam,80,2026-01-25 21:10:37.751299
9360078685,0,None,0,2026-01-21 21:10:37.751299
9307052696,17,Fake UPI Collect,85,2026-02-07 21:10:37.751299
9252710604,14,Impersonation,70,2026-01-14 21:10:37.751299
9127182850,16,KYC Fraud,80,2026-01-19 21:10:37.751299
9720648422,16,Loan Scam,80,2026-02-11 21:10:37.751299
9325764568,3,None,15,2026-01-15 21:10:37.751299
9325366447,16,Job Scam,80,2026-02-08 21:10:37.751299
9383023310,17,Impersonation,85,2026-01-13 21:10:37.751299
9346353880,20,Impersonation,100,2026-01-21 21:10:37.751299
9770727073,4,None,20,2026-02-06 21:10:37.751299
9214256791,4,None,20,2026-02-03 21:10:37.751299
9956846305,0,None,0,2026-01-19 21:10:37.751299
9523474589,18,KYC Fraud,90,2026-02-08 21:10:37.751299
9485534464,19,Fake UPI Collect,95,2026-02-03 21:10:37.751299
9411300916,9,KYC Fraud,45,2026-02-09 21:10:37.751299
9297911519,7,None,35,2026-01-18 21:10:37.751299
9148141308,15,Impersonation,75,2026-01-22 21:10:37.751299
9891085959,8,Loan Scam,40,2026-01-30 21:10:37.751299
9423086280,11,Fake UPI Collect,55,2026-01-14 21:10:37.751299
9716976815,2,None,10,2026-01-22 21:10:37.751299
9705118035,18,KYC Fraud,90,2026-01-17 21:10:37.751299
9630187760,20,Lottery Scam,100,2026-02-10 21:10:37.751299
9576573208,19,KYC Fraud,95,2026-01-26 21:10:37.751299
9480266647,0,None,0,2026-01-31 21:10:37.751299
9142861545,0,None,0,2026-01-31 21:10:37.751299
9728451155,7,None,35,2026-01-31 21:10:37.751299
9557382001,2,None,10,2026-01-26 21:10:37.751299
9402125108,10,KYC Fraud,50,2026-01-12 21:10:37.751299
9205947991,19,Loan Scam,95,2026-01-16 21:10:37.751299
9889328959,17,KYC Fraud,85,2026-02-11 21:10:37.751299
9848708954,18,Loan Scam,90,2026-02-06 21:10:37.751299
9148149872,2,None,10,2026-01-21 21:10:37.751299
9579697055,2,None,10,2026-01-21 21:10:37.751299
9890134526,11,Loan Scam,55,2026-02-03 21:10:37.751299
9827177576,5,None,25,2026-01-27 21:10:37.751299
9650381429,16,Fake UPI Collect,80,2026-01-17 21:10:37.751299
9166560053,8,Lottery Scam,40,2026-01-31 21:10:37.751299
9509953751,0,None,0,2026-01-30 21:10:37.751299
9671550217,3,None,15,2026-01-12 21:10:37.751299
9898279438,4,None,20,2026-01-23 21:10:37.751299
9634713844,12,KYC Fraud,60,2026-01-13 21:10:37.751299
9397026522,8,Fake UPI Collect,40,2026-01-19 21:10:37.751299
9156508184,1,None,5,2026-02-06 21:10:37.751299
9670850643,14,Loan Scam,70,2026-01-25 21:10:37.751299
9976558841,19,Loan Scam,95,2026-02-04 21:10:37.751299
9194391666,20,Lottery Scam,100,2026-02-03 21:10:37.751299
9209246637,0,None,0,2026-01-17 21:10:37.751299
9882775470,5,None,25,2026-01-31 21:10:37.751299
9511637347,20,Loan Scam,100,2026-02-10 21:10:37.751299
9591685856,2,None,10,2026-02-03 21:10:37.751299
9545479902,11,Job Scam,55,2026-02-04 21:10:37.751299
9727899913,15,Lottery Scam,75,2026-02-02 21:10:37.751299
9345830233,10,Loan Scam,50,2026-02-03 21:10:37.751299
9472196036,18,Job Scam,90,2026-01-31 21:10:37.751299
9421624922,6,None,30,2026-01-30 21:10:37.751299
9945156781,20,Fake UPI Collect,100,2026-01-23 21:10:37.751299
9607104528,2,None,10,2026-01-30 21:10:37.751299
9919689671,11,Lottery Scam,55,2026-02-07 21:10:37.751299
9478280446,16,Loan Scam,80,2026-01-21 21:10:37.751299
9203109241,4,None,20,2026-02-06 21:10:37.751299
9392190136,15,Job Scam,75,2026-01-21 21:10:37.751299
9323424557,18,Impersonation,90,2026-02-08 21:10:37.751299
9156508640,10,Lottery Scam,50,2026-01-18 21:10:37.751299
